gene_id	gene_name	chromosome	start	end	copy_number	min_copy_number	max_copy_number
ENSG00000173715.18	C11orf80	chr11	66744451	66843516	3	3	3
ENSG00000213409.4	C1QBPP2	chr11	66761575	66762399	3	3	3
ENSG00000254984.1	FTLP6	chr11	66771246	66771667	3	3	3
ENSG00000173653.8	RCE1	chr11	66842835	66846552	3	3	3
ENSG00000173599.15	PC	chr11	66848417	66958386	3	3	3
ENSG00000173621.9	LRFN4	chr11	66856647	66860475	3	3	3
ENSG00000239099.1	RNU7-23P	chr11	66919762	66919823	3	3	3
ENSG00000266423.1	MIR3163	chr11	66934434	66934506	3	3	3
ENSG00000173237.4	C11orf86	chr11	66975277	66977004	3	3	3
ENSG00000173227.14	SYT12	chr11	67006778	67050863	3	3	3
ENSG00000283326.1	MIR6860	chr11	67045643	67045708	3	3	3
ENSG00000173156.7	RHOD	chr11	67056847	67072017	3	3	3
ENSG00000173120.15	KDM2A	chr11	67119263	67258082	3	3	3
ENSG00000179038.8	AP001885.1	chr11	67195569	67197167	3	3	3
ENSG00000287934.1	AP001885.3	chr11	67252336	67261545	3	3	3
ENSG00000173020.11	GRK2	chr11	67266473	67286556	3	3	3
ENSG00000172932.16	ANKRD13D	chr11	67289300	67302485	3	3	3
ENSG00000172830.13	SSH3	chr11	67303478	67312607	3	3	3
ENSG00000287851.1	AP001885.2	chr11	67316539	67317431	3	3	3
ENSG00000172613.8	RAD9A	chr11	67317871	67398410	3	3	3
ENSG00000175482.9	POLD4	chr11	67350772	67356972	3	3	3
ENSG00000256514.1	AP003419.1	chr11	67351572	67373584	3	3	3
ENSG00000274251.1	AP003419.2	chr11	67353629	67354348	3	3	3
ENSG00000201684.1	RN7SKP239	chr11	67362414	67362708	3	3	3
ENSG00000175505.11	CLCF1	chr11	67364168	67374177	3	3	3
ENSG00000275484.1	AP003419.3	chr11	67374416	67374932	3	3	3
ENSG00000253024.1	RNU6-1238P	chr11	67395210	67395311	3	3	3
ENSG00000172531.16	PPP1CA	chr11	67398181	67421183	3	3	3
ENSG00000175463.12	TBC1D10C	chr11	67403915	67410089	3	3	3
ENSG00000172508.10	CARNS1	chr11	67414968	67425607	3	3	3
ENSG00000175634.15	RPS6KB2	chr11	67428460	67435401	3	3	3
ENSG00000255949.1	RPS6KB2-AS1	chr11	67431367	67435399	3	3	3
ENSG00000213402.3	PTPRCAP	chr11	67435510	67437682	3	3	3
ENSG00000172725.14	CORO1B	chr11	67435510	67443821	3	3	3
ENSG00000175514.2	GPR152	chr11	67451301	67452729	3	3	3
ENSG00000175544.14	CABP4	chr11	67452406	67461752	3	3	3
ENSG00000172663.9	TMEM134	chr11	67461710	67469272	3	3	3
ENSG00000110711.10	AIP	chr11	67483026	67491103	3	3	3
ENSG00000276769.1	MIR6752	chr11	67490245	67490315	3	3	3
ENSG00000110697.13	PITPNM1	chr11	67491768	67506263	3	3	3
ENSG00000167797.8	CDK2AP2	chr11	67506497	67508649	3	3	3
ENSG00000167791.14	CABP2	chr11	67518912	67524517	3	3	3
ENSG00000283257.1	AP001184.1	chr11	67538899	67540584	3	3	3
ENSG00000084207.18	GSTP1	chr11	67583742	67586656	3	3	3
ENSG00000184224.3	C11orf72	chr11	67602880	67606706	3	3	3
ENSG00000255119.1	AP003385.3	chr11	67605521	67606642	3	3	3
ENSG00000167792.13	NDUFV1	chr11	67605653	67612554	3	3	3
ENSG00000231793.5	DOC2GP	chr11	67612651	67616257	3	3	3
ENSG00000167799.10	NUDT8	chr11	67627938	67629937	3	3	3
ENSG00000167800.9	TBX10	chr11	67631303	67639560	3	3	3
ENSG00000132744.8	ACY3	chr11	67642555	67650730	3	3	3
ENSG00000227834.1	AP003385.1	chr11	67651576	67653404	3	3	3
ENSG00000132746.15	ALDH3B2	chr11	67662160	67681224	3	3	3
ENSG00000239559.2	RPL37P2	chr11	67682772	67683058	3	3	3
ENSG00000184795.9	UNC93B5	chr11	67711702	67716005	3	3	3
ENSG00000235855.3	OR7E145P	chr11	67722483	67723455	3	3	3
ENSG00000254447.3	OR7E11P	chr11	67735600	67784229	3	3	3
ENSG00000285537.1	AP003385.5	chr11	67735608	67736559	3	3	3
ENSG00000254883.1	AP003385.2	chr11	67744322	67744645	3	3	3
ENSG00000255147.1	AP003385.4	chr11	67749043	67756968	3	3	3
ENSG00000227620.4	ALG1L8P	chr11	67785273	67792335	3	3	3
ENSG00000160172.10	FAM86C2P	chr11	67791648	67805336	3	3	3
ENSG00000273819.1	ENPP7P7	chr11	67812557	67873367	3	3	3
ENSG00000254792.1	AP003716.1	chr11	67840942	67841049	3	3	3
ENSG00000251637.6	LINC02754	chr11	67886477	67906350	3	3	3
ENSG00000206587.1	RNU6-46P	chr11	67895631	67895737	3	3	3
ENSG00000243672.1	RPS3AP40	chr11	67925651	67926431	3	3	3
ENSG00000254610.3	AC004923.1	chr11	67934563	67955802	3	3	3
ENSG00000254850.2	AC004923.2	chr11	67935558	67935926	3	3	3
ENSG00000255230.1	AC004923.3	chr11	67965873	67966227	3	3	3
ENSG00000255554.1	OR7E1P	chr11	67974286	67975243	3	3	3
ENSG00000110057.8	UNC93B1	chr11	67991100	68004982	3	3	3
ENSG00000006534.16	ALDH3B1	chr11	68008578	68029282	3	3	3
ENSG00000255306.1	AC004923.4	chr11	68024809	68030461	3	3	3
ENSG00000110717.13	NDUFS8	chr11	68030617	68036644	3	3	3
ENSG00000284293.1	MIR7113	chr11	68032864	68032922	3	3	3
ENSG00000284435.1	MIR4691	chr11	68033897	68033981	3	3	3
ENSG00000110719.10	TCIRG1	chr11	68039025	68050895	3	3	3
ENSG00000275022.1	MIR6753	chr11	68044794	68044957	3	3	3
ENSG00000255031.5	AP002807.1	chr11	68050740	68053762	3	3	3
ENSG00000110721.12	CHKA	chr11	68052859	68121444	3	3	3
ENSG00000255236.3	AP002992.1	chr11	68121624	68130518	3	3	3
ENSG00000110066.15	KMT5B	chr11	68154863	68213828	3	3	3
ENSG00000171067.11	C11orf24	chr11	68261338	68272001	3	3	3
ENSG00000286369.1	AP002813.1	chr11	68272102	68284879	3	3	3
ENSG00000162337.12	LRP5	chr11	68312591	68449275	3	3	3
ENSG00000110075.15	PPP6R3	chr11	68460731	68615334	3	3	3
ENSG00000254856.1	NDUFA3P2	chr11	68488609	68488840	3	3	3
ENSG00000260808.1	AP003096.1	chr11	68612899	68616711	3	3	3
ENSG00000069482.7	GAL	chr11	68683779	68691175	3	3	3
ENSG00000132749.11	TESMIN	chr11	68707440	68751520	3	3	3
ENSG00000110090.13	CPT1A	chr11	68754620	68844410	3	3	3
ENSG00000250508.1	LINC02701	chr11	68870664	68874542	3	3	3
ENSG00000197345.13	MRPL21	chr11	68891276	68903835	3	3	3
ENSG00000132740.10	IGHMBP2	chr11	68903863	68940602	3	3	3
ENSG00000255741.1	AP000808.1	chr11	68941503	68942852	3	3	3
ENSG00000172938.3	MRGPRD	chr11	68980021	68980986	3	3	3
ENSG00000261625.1	AP003071.4	chr11	69000765	69002048	3	3	3
ENSG00000261276.1	AP003071.3	chr11	69004394	69005100	3	3	3
ENSG00000172935.9	MRGPRF	chr11	69004395	69013382	3	3	3
ENSG00000256508.2	MRGPRF-AS1	chr11	69012283	69018447	3	3	3
ENSG00000162341.18	TPCN2	chr11	69048932	69136316	3	3	3
ENSG00000287725.1	AP003071.5	chr11	69072915	69162440	3	3	3
ENSG00000265539.1	MIR3164	chr11	69083176	69083258	3	3	3
ENSG00000260895.1	AP003071.1	chr11	69103493	69109094	3	3	3
ENSG00000261070.1	AP003071.2	chr11	69147228	69171564	3	3	3
ENSG00000284713.1	SMIM38	chr11	69155478	69159752	3	3	3
ENSG00000172927.8	MYEOV	chr11	69294151	69367726	3	3	3
ENSG00000213275.2	IFITM9P	chr11	69303412	69303807	3	3	3
ENSG00000260877.2	AP005233.2	chr11	69371463	69372512	3	3	3
ENSG00000259854.1	AP005233.1	chr11	69414307	69416832	3	3	3
ENSG00000255980.1	AP000439.2	chr11	69425690	69429621	3	3	3
ENSG00000255606.1	AP000439.1	chr11	69438365	69444743	3	3	3
ENSG00000261347.1	AP000439.3	chr11	69467598	69469705	3	3	3
ENSG00000255774.2	LINC02747	chr11	69475567	69481545	3	3	3
ENSG00000285094.1	LINC01488	chr11	69481662	69494952	3	3	3
ENSG00000110092.4	CCND1	chr11	69641156	69654474	3	3	3
ENSG00000149716.13	LTO1	chr11	69653076	69675416	3	3	3
ENSG00000162344.4	FGF19	chr11	69698238	69704022	3	3	3
ENSG00000256441.1	DNAJB6P5	chr11	69737298	69738017	3	3	3
ENSG00000075388.4	FGF4	chr11	69771022	69775341	3	3	3
ENSG00000186895.4	FGF3	chr11	69809968	69819416	3	3	3
ENSG00000260348.1	AP007216.1	chr11	69909184	69910994	3	3	3
ENSG00000260679.1	AP007216.2	chr11	69921638	69926813	3	3	3
ENSG00000255191.1	AP003555.2	chr11	69985876	70015815	3	3	3
ENSG00000254605.1	AP003555.1	chr11	70014858	70021059	3	3	3
ENSG00000248844.6	LINC02753	chr11	70056230	70065371	3	3	3
ENSG00000254417.1	LINC02584	chr11	70072434	70075433	3	3	3
ENSG00000202070.1	RNU6-1175P	chr11	70075363	70075469	3	3	3
ENSG00000131620.17	ANO1	chr11	70078302	70189528	3	3	3
ENSG00000255143.1	AP000879.2	chr11	70129297	70149623	3	3	3
ENSG00000254902.1	ANO1-AS1	chr11	70187788	70188509	3	3	3
ENSG00000168040.5	FADD	chr11	70203296	70207390	3	3	3
ENSG00000254721.1	AP000879.1	chr11	70206291	70207390	3	3	3
ENSG00000131626.19	PPFIA1	chr11	70270690	70385312	3	3	3
ENSG00000255329.1	H2AZP4	chr11	70278921	70279297	3	3	3
ENSG00000254604.1	AP002336.2	chr11	70282367	70363368	3	3	3
ENSG00000221333.1	MIR548K	chr11	70283955	70284070	3	3	3
ENSG00000254484.1	AP002336.1	chr11	70319928	70321415	3	3	3
ENSG00000255539.1	AP002336.3	chr11	70324871	70327209	3	3	3
ENSG00000254495.1	AP000487.2	chr11	70358198	70358677	3	3	3
ENSG00000246889.2	AP000487.1	chr11	70372246	70398488	3	3	3
ENSG00000085733.16	CTTN	chr11	70398404	70436584	3	3	3
ENSG00000162105.19	SHANK2	chr11	70467856	71252577	3	3	3
ENSG00000227726.1	AP001271.1	chr11	70477277	70477592	3	3	3
ENSG00000279459.1	AP001271.2	chr11	70603304	70604859	3	3	3
ENSG00000226627.2	SHANK2-AS1	chr11	70626441	70635658	3	3	3
ENSG00000236262.1	SHANK2-AS2	chr11	70646165	70647562	3	3	3
ENSG00000207196.1	Y_RNA	chr11	70705167	70705269	3	3	3
ENSG00000280089.1	AP000590.1	chr11	70705605	70706068	3	3	3
ENSG00000171671.6	SHANK2-AS3	chr11	70862790	70865115	3	3	3
ENSG00000263744.1	MIR3664	chr11	70872270	70872368	3	3	3
ENSG00000286708.1	AP003783.1	chr11	70886090	70896305	3	3	3
ENSG00000172900.12	ACTE1P	chr11	71382601	71423423	3	3	3
ENSG00000172893.16	DHCR7	chr11	71428193	71452868	3	3	3
ENSG00000254682.1	AP002387.1	chr11	71448674	71452157	3	3	3
ENSG00000172890.13	NADSYN1	chr11	71453109	71524107	3	3	3
ENSG00000278349.1	MIR6754	chr11	71473503	71473568	3	3	3
ENSG00000254924.2	AP000867.2	chr11	71506061	71506380	3	3	3
ENSG00000244411.4	KRTAP5-7	chr11	71527267	71528669	3	3	3
ENSG00000241233.4	KRTAP5-8	chr11	71538025	71539209	3	3	3
ENSG00000254997.4	KRTAP5-9	chr11	71548420	71549608	3	3	3
ENSG00000286948.1	AP000867.5	chr11	71563389	71565608	3	3	3
ENSG00000204572.10	KRTAP5-10	chr11	71565563	71566735	3	3	3
ENSG00000248903.1	AP000867.1	chr11	71568680	71568934	3	3	3
ENSG00000204571.6	KRTAP5-11	chr11	71579714	71603353	3	3	3
ENSG00000249387.1	KRTAP5-14P	chr11	71579728	71579848	3	3	3
ENSG00000184055.4	OR7E87P	chr11	71593454	71594382	3	3	3
ENSG00000255562.2	UNC93B6	chr11	71603260	71608040	3	3	3
ENSG00000255261.1	OR7E4P	chr11	71620020	71621032	3	3	3
ENSG00000255415.1	AP000867.3	chr11	71629045	71629421	3	3	3
ENSG00000284625.1	AP000867.4	chr11	71639551	71639769	3	3	3
ENSG00000239481.1	RPS3AP41	chr11	71669520	71670297	3	3	3
ENSG00000248671.8	ALG1L9P	chr11	71673885	71818238	3	3	3
ENSG00000254805.1	SNRPCP14	chr11	71690453	71690657	3	3	3
ENSG00000254972.1	AP003498.1	chr11	71701268	71705404	3	3	3
ENSG00000255319.5	ENPP7P8	chr11	71711740	71781183	3	3	3
ENSG00000285933.1	AP003498.2	chr11	71745331	71747051	3	3	3
ENSG00000158483.17	FAM86C1P	chr11	71787510	71801237	3	3	3
ENSG00000254978.2	ALG1L9P	chr11	71800541	71804640	3	3	3
ENSG00000214534.5	ZNF705E	chr11	71814045	71821548	3	3	3
ENSG00000184276.3	DEFB108B	chr11	71833200	71837710	3	3	3
ENSG00000252902.1	RNA5SP342	chr11	71845196	71845245	3	3	3
ENSG00000255157.1	DEFB130C	chr11	71856277	71863658	3	3	3
ENSG00000254469.7	AP002495.1	chr11	71865509	71928654	3	3	3
ENSG00000225805.4	DEFB131B	chr11	71878453	71884561	3	3	3
ENSG00000228915.3	OR7E128P	chr11	71893410	71894433	3	3	3
ENSG00000254593.1	OR7E126P	chr11	71903194	71904081	3	3	3
ENSG00000137522.18	RNF121	chr11	71929018	71997597	3	3	3
ENSG00000255296.1	AP002490.2	chr11	71938671	71939544	3	3	3
ENSG00000137496.18	IL18BP	chr11	71998613	72005715	3	3	3
ENSG00000137497.18	NUMA1	chr11	72002864	72080693	3	3	3
ENSG00000251143.1	AP002490.1	chr11	72014291	72020910	3	3	3
ENSG00000207012.2	RNU6-72P	chr11	72047873	72047951	3	3	3
ENSG00000263742.1	MIR3165	chr11	72072228	72072302	3	3	3
ENSG00000284922.2	AP000812.4	chr11	72080331	72110782	3	3	3
ENSG00000184154.15	LRTOMT	chr11	72080337	72096895	3	3	3
ENSG00000149357.10	LAMTOR1	chr11	72085895	72103297	3	3	3
ENSG00000284844.1	AP000812.3	chr11	72105924	72109329	3	3	3
ENSG00000110200.8	ANAPC15	chr11	72106378	72112780	3	3	3
ENSG00000110203.9	FOLR3	chr11	72114869	72139892	3	3	3
ENSG00000257075.1	RPEP6	chr11	72131282	72131907	3	3	3
ENSG00000256518.3	FOLR1P1	chr11	72158822	72159734	3	3	3
ENSG00000204971.3	AP000812.1	chr11	72163322	72209241	3	3	3
ENSG00000255860.3	AP000812.2	chr11	72172455	72177954	3	3	3
ENSG00000110195.14	FOLR1	chr11	72189558	72196323	3	3	3
ENSG00000165457.14	FOLR2	chr11	72216601	72221950	3	3	3
ENSG00000165458.14	INPPL1	chr11	72223701	72239147	3	3	3
ENSG00000165462.5	PHOX2A	chr11	72239077	72245664	3	3	3
ENSG00000228286.3	AP000593.2	chr11	72249856	72251288			
ENSG00000285864.1	AP000593.4	chr11	72261731	72290688	5	5	5
ENSG00000213365.3	AP000593.1	chr11	72280151	72281178	5	5	5
ENSG00000162129.14	CLPB	chr11	72285495	72434680	5	5	5
ENSG00000255843.1	AP000593.3	chr11	72302139	72302965	5	5	5
ENSG00000256739.1	AP002892.2	chr11	72351347	72353210	5	5	5
ENSG00000255672.1	AP002892.1	chr11	72354516	72363555	5	5	5
ENSG00000256403.1	AP003785.1	chr11	72410716	72412079	5	5	5
ENSG00000237408.1	ART2BP	chr11	72478221	72479237	5	5	5
ENSG00000238048.1	ART2P	chr11	72519986	72521733	5	5	5
ENSG00000276109.1	AP005019.2	chr11	72551049	72551919	5	5	5
ENSG00000274664.1	AP005019.1	chr11	72562044	72562554	5	5	5
ENSG00000227467.3	LINC01537	chr11	72570660	72573229	5	5	5
ENSG00000186642.16	PDE2A	chr11	72576141	72674591	5	5	5
ENSG00000256633.1	PDE2A-AS2	chr11	72584572	72587979	5	5	5
ENSG00000272036.1	MIR139	chr11	72615063	72615130	5	5	5
ENSG00000251919.1	RNU7-105P	chr11	72621766	72621827	5	5	5
ENSG00000255808.1	PDE2A-AS1	chr11	72643237	72659407	5	5	5
ENSG00000186635.14	ARAP1	chr11	72685069	72793599	5	5	5
ENSG00000256007.1	ARAP1-AS1	chr11	72685075	72693808	5	5	5
ENSG00000286555.1	AP003065.1	chr11	72689650	72695821	5	5	5
ENSG00000245148.2	ARAP1-AS2	chr11	72700474	72705607	5	5	5
ENSG00000244134.1	RPS12P20	chr11	72708186	72708565	5	5	5
ENSG00000214530.9	STARD10	chr11	72754729	72793681	5	5	5
ENSG00000202522.1	Y_RNA	chr11	72766004	72766116	5	5	5
ENSG00000265064.1	MIR4692	chr11	72783530	72783592	5	5	5
ENSG00000285693.1	AP002381.2	chr11	72793624	72814054	5	3	5
ENSG00000168010.11	ATG16L2	chr11	72814406	72843674	3	3	3
ENSG00000137478.15	FCHSD2	chr11	72836745	73142318	3	3	3
ENSG00000206638.1	RNU6-672P	chr11	72869544	72869650	3	3	3
ENSG00000234751.1	AP002381.1	chr11	72940498	72941112	3	3	3
ENSG00000256568.2	AP002761.2	chr11	73157946	73181724	3	3	3
ENSG00000215841.3	AP002761.1	chr11	73214998	73215913	3	3	3
ENSG00000175591.12	P2RY2	chr11	73218281	73242427	3	3	3
ENSG00000260401.1	AP002761.4	chr11	73238975	73242335	3	3	3
ENSG00000256347.1	OR8R1P	chr11	73248779	73249867	3	3	3
ENSG00000171631.15	P2RY6	chr11	73264505	73298625	3	3	3
ENSG00000257038.1	AP002761.3	chr11	73307235	73309361	3	3	3
ENSG00000110237.5	ARHGEF17	chr11	73308276	73369388	3	3	3
ENSG00000054967.13	RELT	chr11	73376399	73397474	3	3	3
ENSG00000256928.1	AP000763.4	chr11	73395559	73396436	3	3	3
ENSG00000054965.11	FAM168A	chr11	73400487	73598189	3	3	3
ENSG00000256448.5	AP000763.3	chr11	73405297	73410682	3	3	3
ENSG00000255786.1	AP000763.1	chr11	73452020	73452344	3	3	3
ENSG00000256148.1	AP000763.2	chr11	73510658	73510820	3	3	3
ENSG00000231726.2	HMGN2P38	chr11	73580253	73580517	3	3	3
ENSG00000270323.1	AP000860.1	chr11	73640479	73641037	3	3	3
ENSG00000021300.14	PLEKHB1	chr11	73646178	73662819	3	3	3
ENSG00000175582.20	RAB6A	chr11	73675638	73761137	3	3	3
ENSG00000255928.1	AP002993.1	chr11	73722349	73722694	3	3	3
ENSG00000256034.1	AP002770.1	chr11	73760563	73761070	3	3	3
ENSG00000175581.14	MRPL48	chr11	73787872	73865133	3	3	3
ENSG00000199975.1	RN7SKP243	chr11	73832382	73832690	3	3	3
ENSG00000256681.1	CCDC58P5	chr11	73850469	73851211	3	3	3
ENSG00000181924.7	COA4	chr11	73872667	73876901	3	3	3
ENSG00000175575.13	PAAF1	chr11	73876699	73931114	3	3	3
ENSG00000256898.1	ARPC3P4	chr11	73921665	73922196	3	3	3
ENSG00000187726.9	DNAJB13	chr11	73951026	73970366	3	3	3
ENSG00000255847.5	AP003717.1	chr11	73963657	73970287	3	3	3
ENSG00000175567.11	UCP2	chr11	73974672	73982843	3	3	3
ENSG00000287425.1	AP003717.4	chr11	73983449	73985562	3	3	3
ENSG00000256189.1	AP003717.2	chr11	73991283	73992180	3	3	3
ENSG00000256723.1	AP003717.3	chr11	73994972	73996151	3	3	3
ENSG00000175564.13	UCP3	chr11	74000277	74009085	3	3	3
ENSG00000168014.17	C2CD3	chr11	74012718	74171210	3	3	3
ENSG00000256098.1	AP002392.1	chr11	74142151	74142358	3	3	3
ENSG00000214517.10	PPME1	chr11	74171267	74254703	3	3	3
ENSG00000284736.1	RNA5SP343	chr11	74198748	74198854	3	3	3
ENSG00000280269.1	AP000577.2	chr11	74204869	74205746	3	3	3
ENSG00000149380.12	P4HA3	chr11	74235801	74311640	3	3	3
ENSG00000206913.1	AP000577.1	chr11	74252414	74252552	3	3	3
ENSG00000246211.2	P4HA3-AS1	chr11	74311362	74324705	3	3	3
ENSG00000165434.8	PGM2L1	chr11	74330316	74398433	3	3	3
ENSG00000212961.4	HNRNPA1P40	chr11	74354443	74355720	3	3	3
ENSG00000254631.5	AP001372.1	chr11	74397549	74485742	3	3	3
ENSG00000255440.2	AP001085.1	chr11	74398825	74416379	3	3	3
ENSG00000264402.1	MIR548AL	chr11	74399237	74399333	3	3	3
ENSG00000175538.11	KCNE3	chr11	74454841	74467729	3	3	3
ENSG00000254928.1	AP001372.3	chr11	74455348	74456825	3	3	3
ENSG00000255444.1	CYCSP27	chr11	74482250	74482542	3	3	3
ENSG00000254974.1	AP001372.4	chr11	74485580	74486051	3	3	3
ENSG00000175536.7	LIPT2	chr11	74490519	74493724	3	3	3
ENSG00000254837.2	AP001372.2	chr11	74493366	74498533	3	3	3
ENSG00000077514.9	POLD3	chr11	74493851	74669117	3	3	3
ENSG00000254500.1	RANP3	chr11	74652636	74652911	3	3	3
ENSG00000223202.1	RN7SKP297	chr11	74685224	74685505	3	3	3
ENSG00000054938.16	CHRDL2	chr11	74696429	74731426	3	3	3
ENSG00000279353.1	AP001324.3	chr11	74698231	74699658	3	3	3
ENSG00000265902.1	MIR4696	chr11	74720268	74720337	3	3	3
ENSG00000241097.2	AP001324.2	chr11	74738478	74738796	3	3	3
ENSG00000227615.1	AP001324.1	chr11	74745716	74746114	3	3	3
ENSG00000166439.6	RNF169	chr11	74748849	74842413	3	3	3
ENSG00000166435.15	XRRA1	chr11	74807739	74949200	3	3	3
ENSG00000278879.1	AP000560.1	chr11	74830574	74832510	3	3	3
ENSG00000242999.3	RN7SL239P	chr11	74845910	74846209	3	3	3
ENSG00000241170.3	AP001992.1	chr11	74876286	74920022	3	3	3
ENSG00000286943.1	AP001992.2	chr11	74931724	74936937	3	3	3
ENSG00000118363.12	SPCS2	chr11	74949247	74979033	3	3	3
ENSG00000200152.1	RNU6-216P	chr11	74968189	74968292	3	3	3
ENSG00000162139.10	NEU3	chr11	74988279	75018893	3	3	3
ENSG00000284722.2	AP003175.1	chr11	75069243	75096964	3	3	3
ENSG00000234611.1	OR2AT2P	chr11	75071148	75072052	3	3	3
ENSG00000213333.3	NPM1P50	chr11	75079265	75080131	3	3	3
ENSG00000171561.4	OR2AT4	chr11	75081753	75096876	3	3	3
ENSG00000255395.1	AP001972.4	chr11	75099172	75140148	3	3	3
ENSG00000137491.15	SLCO2B1	chr11	75100563	75206549	3	3	3
ENSG00000254475.1	OR2AT1P	chr11	75131138	75131880	3	3	3
ENSG00000255136.3	AP001972.3	chr11	75206048	75241173	3	3	3
ENSG00000255460.1	ZDHHC20P3	chr11	75228322	75228657	3	3	3
ENSG00000261594.4	TPBGL	chr11	75240774	75243704	3	3	3
ENSG00000137486.17	ARRB1	chr11	75260122	75351705	3	3	3
ENSG00000254429.1	AP001972.1	chr11	75260127	75261025	3	3	3
ENSG00000279117.1	AP001972.5	chr11	75260129	75262466	3	3	3
ENSG00000254963.1	AP001972.2	chr11	75264289	75265170	3	3	3
ENSG00000199090.1	MIR326	chr11	75335092	75335186	3	3	3
ENSG00000149273.15	RPS3	chr11	75399515	75422280	3	3	3
ENSG00000206941.1	SNORD15A	chr11	75400391	75400538	3	3	3
ENSG00000207445.1	SNORD15B	chr11	75404421	75404566	3	3	3
ENSG00000149243.16	KLHL35	chr11	75422394	75433203	3	3	3
ENSG00000158555.15	GDPD5	chr11	75434640	75525941	3	3	3
ENSG00000254460.1	AP002815.1	chr11	75506937	75508391	3	3	3
ENSG00000149257.16	SERPINH1	chr11	75562056	75572783	3	3	3
ENSG00000255326.1	AP001922.5	chr11	75583196	75594665	3	3	3
ENSG00000171533.11	MAP6	chr11	75586918	75669120	3	3	3
ENSG00000255434.1	AP001922.6	chr11	75596144	75597270	3	3	3
ENSG00000254630.1	AP001922.2	chr11	75635883	75638587	3	3	3
ENSG00000255280.1	AP001922.4	chr11	75642600	75642889	3	3	3
ENSG00000166391.15	MOGAT2	chr11	75717838	75732958	3	3	3
ENSG00000263993.2	RN7SL786P	chr11	75742129	75742426	3	3	3
ENSG00000247867.2	AP001922.1	chr11	75758455	75768647	3	3	3
ENSG00000062282.15	DGAT2	chr11	75759512	75801535	3	3	3
ENSG00000254826.1	AP001922.3	chr11	75775904	75776929	3	3	3
ENSG00000254814.1	AP003031.1	chr11	75800877	75803415	3	3	3
ENSG00000255507.6	UVRAG-DT	chr11	75803431	75815406	3	3	3
ENSG00000198382.9	UVRAG	chr11	75815210	76144232	3	3	3
ENSG00000200256.1	Y_RNA	chr11	75835215	75835323	3	3	3
ENSG00000199362.1	Y_RNA	chr11	75837544	75837645	3	3	3
ENSG00000255255.1	PPP1R1AP1	chr11	75911204	75911628	3	3	3
ENSG00000255081.1	AP003168.2	chr11	75914201	75915213	3	3	3
ENSG00000223013.1	RNA5SP344	chr11	75934936	75935039	3	3	3
ENSG00000254915.1	AP003168.1	chr11	75942129	75942435	3	3	3
ENSG00000255421.1	AP002340.1	chr11	76137315	76137731	3	3	3
ENSG00000085741.13	WNT11	chr11	76186325	76210736	3	3	3
ENSG00000254933.1	AP000785.1	chr11	76190725	76195071	3	3	3
ENSG00000255362.1	LINC02761	chr11	76210956	76216025	3	3	3
ENSG00000137492.8	THAP12	chr11	76349956	76381132	3	3	3
ENSG00000179240.13	GVQW3	chr11	76381303	76414619	3	3	3
ENSG00000201756.1	Y_RNA	chr11	76404140	76404252	3	3	3
ENSG00000255135.4	AP002360.1	chr11	76435559	76444687	3	3	3
ENSG00000158636.16	EMSY	chr11	76444923	76553025	3	3	3
ENSG00000254755.1	AP001189.2	chr11	76591023	76591211	3	3	3
ENSG00000255363.3	LINC02757	chr11	76607853	76630465	3	3	3
ENSG00000255479.1	AP001189.5	chr11	76625462	76626834	3	3	3
ENSG00000254810.1	AP001189.3	chr11	76654169	76656712	3	3	3
ENSG00000236304.1	AP001189.1	chr11	76657056	76663866	3	3	3
ENSG00000137507.11	LRRC32	chr11	76657524	76670747	3	3	3
ENSG00000254975.1	AP001189.4	chr11	76675079	76703195	3	3	3
ENSG00000204529.4	GUCY2EP	chr11	76694041	76719801	3	3	3
ENSG00000254632.2	AP003119.1	chr11	76759916	76768622	3	3	3
ENSG00000182704.8	TSKU	chr11	76782251	76798153	3	3	3
ENSG00000255100.1	AP003119.2	chr11	76782581	76783062	3	3	3
ENSG00000261578.1	AP003119.3	chr11	76800364	76804555	3	3	3
ENSG00000078124.12	ACER3	chr11	76860867	77026797	3	3	3
