"","external_gene_name","uniprot_gn_id","ID","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score","logFC","regulation","citation_score"
"206","H3C12","P68431","P68431-F1",2,1784,9,0.351,0.623,1,87.2869195189639,2.0029937537752,"up_reg",0
"207","NUF2","Q9BZD4","Q9BZD4-F1",2,0,1,0.317,0.622,2,89.4283280839895,1.25338420329542,"up_reg",201
"208","BLM","P54132","P54132-F1",2,0,2,0.161,0.616,1,60.9577520838935,1.05102832151091,"up_reg",5410
"209","SPTBN5","Q9NRC6","Q9NRC6-F1",2,0,1,0.103,0.613,1,80.8388108689804,1.85874495571891,"up_reg",17
"210","DNAH3","Q8TD57","Q8TD57-F11",7,0,1,0.286,0.612,4,84.6699973338073,2.30179516810229,"up_reg",16
"211","PFKFB4","Q16877","Q16877-F1",11,0,1,0.267,0.607,1,92.1089178515008,1.20581822401034,"up_reg",139
"212","PRAME","P78395","P78395-F1",2,0,1,0.372,0.605,1,81.5777479694807,2.80867169613496,"up_reg",548
"213","IQGAP3","Q86VI3","Q86VI3-F1",2,0,1,0.181,0.604,2,79.626746793641,1.14919564948062,"up_reg",85
"214","MZT2B","Q6NZ67","Q6NZ67-F1",2,0,1,0.256,0.603,1,65.7536387665198,1.51279370104043,"up_reg",3
"215","DNAH7","Q8WXX0","Q8WXX0-F14",7,0,1,0.08,0.6,3,86.9871077199282,1.51206333200623,"up_reg",21
"216","DNAH9","Q9NYC9","Q9NYC9-F5",2,0,1,0.35,0.6,1,85.9616684378321,3.10971793258756,"up_reg",74
"217","NOTCH1","P46531","P46531-F1",2,5821,6,0.203,0.6,2,57.498331130729,1.62097172490457,"up_reg",9053
"218","CENPK","Q9BS16","Q9BS16-F1",2,52,8,0.253,0.599,1,81.7073108108108,1.26508361580261,"up_reg",50
"219","ICAM1","P05362","P05362-F1",3,0,1,0.208,0.596,2,88.5748768472906,1.78732117360263,"up_reg",31115
"220","PHLDA1","Q8WV24","Q8WV24-F1",2,0,1,0.396,0.593,1,62.4004287515763,1.12052662225561,"up_reg",193
"221","NRARP","Q7Z6K4","Q7Z6K4-F1",2,0,1,0.142,0.584,1,82.9288041002278,1.75298576169889,"up_reg",46
"222","RACGAP1","Q9H0H5","Q9H0H5-F1",2,2063,6,0.133,0.584,2,69.8631812700965,1.05567801071095,"up_reg",171
"223","NUSAP1","Q9BXS6","Q9BXS6-F1",2,251,2,0.144,0.583,1,63.0871987345413,1.22841984258027,"up_reg",179
"224","H4C1","P62805","P62805-F1",2,160,8,0.336,0.581,1,90.437525,1.34986367571706,"up_reg",1
"225","H4C13","P62805","P62805-F1",2,85,3,0.336,0.581,1,90.437525,1.73005854574301,"up_reg",0
"226","H4C4","P62805","P62805-F1",2,474,9,0.336,0.581,1,90.437525,1.03412275834843,"up_reg",19
"227","PDZK1","Q5T2W1","Q5T2W1-F1",3,44,4,0.169,0.577,2,78.6556868611319,2.85426966820244,"up_reg",290
"228","CENPE","Q02224","Q02224-F5",2,0,1,0.235,0.575,2,73.0695095601475,1.26951602554695,"up_reg",436
"229","ERBB2","P04626","P04626-F1",2,4671,8,0.179,0.572,1,74.9091822792672,2.80674627494674,"up_reg",36829
"230","SEMA6A","Q9H2E6","Q9H2E6-F1",15,0,1,0.163,0.564,1,70.7829661438885,2.53357206524157,"up_reg",133
"231","E2F8","A0AVK6","A0AVK6-F1",2,0,1,0.14,0.562,1,53.6931614756577,1.321299875254,"up_reg",151
"232","DSCC1","Q9BVC3","Q9BVC3-F1",2,0,1,0.206,0.558,1,92.165723830735,1.27774095905377,"up_reg",20
"233","KIF2C","Q99661","Q99661-F1",2,2315,4,0.07,0.558,2,74.6576222300387,1.87194663662564,"up_reg",295
"234","TK1","P04183","P04183-F1",2,10,2,0.284,0.554,2,82.3099831460674,1.55703841968498,"up_reg",777
"235","EXO1","Q9UQ84","Q9UQ84-F1",2,1561,3,0.203,0.552,1,63.6393491751173,1.72025216591559,"up_reg",922
"236","UBE2S","Q16763","Q16763-F1",2,7646,9,0.168,0.552,1,81.850285884455,2.27562654782529,"up_reg",116
"237","MCM10","Q7L590","Q7L590-F1",2,426,3,0.08,0.549,2,66.8889134545455,1.9873593054655,"up_reg",230
"238","CCNA2","P20248","P20248-F1",2,8009,7,0.256,0.547,2,74.7478724026924,1.42076591643105,"up_reg",778
"239","ERCC6L","Q2NKX8","Q2NKX8-F1",2,0,1,0.048,0.546,1,62.794578920827,1.58230136394671,"up_reg",62
"240","MDK","P21741","P21741-F1",12,0,1,0.343,0.543,1,73.1076378676471,1.61166364418869,"up_reg",948
"241","SPTBN5","Q9NRC6","Q9NRC6-F13",2,0,1,0.316,0.537,2,80.3608641487048,1.85874495571891,"up_reg",17
"242","NDC80","O14777","O14777-F1",2,2,2,0.161,0.532,2,78.6095798805165,1.64682848036424,"up_reg",592
"243","MRPL12","P52815","P52815-F1",2,0,1,0.472,0.53,1,69.515320855615,1.80119469891991,"up_reg",36
"244","CCNE2","O96020","O96020-F1",2,0,1,0.296,0.527,1,77.7639902676399,1.39706032406069,"up_reg",307
"245","CENPF","P49454","P49454-F1",2,0,3,0.399,0.524,2,72.4119894505495,1.5414593193871,"up_reg",385
"246","MCM2","P49736","P49736-F1",2,0,2,0.139,0.522,3,76.522590572108,1.72637982949085,"up_reg",1556
"247","S100A4","P26447","P26447-F1",16,0,1,0.313,0.516,1,85.1867277167277,2.60827156303773,"up_reg",1705
"248","CENPM","Q9NSP4","Q9NSP4-F1",2,251,8,0.181,0.514,1,89.7646820809249,1.64095604985057,"up_reg",49
"249","ATAD2","Q6PL18","Q6PL18-F1",2,1,3,0.186,0.513,1,62.5212744745824,1.35702368919262,"up_reg",166
"250","KRT15","P19012","P19012-F1",10,0,1,0.359,0.513,1,77.1424470246734,2.09643918919925,"up_reg",229
"251","DNAH3","Q8TD57","Q8TD57-F2",7,0,1,0.407,0.511,1,85.5775200070354,2.30179516810229,"up_reg",16
"252","DTL","Q9NZJ0","Q9NZJ0-F1",2,18,2,0.101,0.511,2,63.439316223977,1.40058937904034,"up_reg",625
"253","ASPM","Q8IZT6","Q8IZT6-F5",2,741,4,0.281,0.507,2,68.9559601294939,1.47551523673316,"up_reg",510
"254","DBN1","Q16643","Q16643-F1",2,140,2,0.135,0.507,1,63.0387472615017,1.6649316993866,"up_reg",47
"255","DNAH3","Q8TD57","Q8TD57-F7",7,0,1,0.093,0.507,1,88.9640359024739,2.30179516810229,"up_reg",16
"256","MED1","Q15648","Q15648-F1",2,517,7,0.111,0.507,1,51.2956233579117,1.30249791235315,"up_reg",1102
"257","MUC16","Q8WXI7","Q8WXI7-F59",2,0,1,0.129,0.507,3,61.6742145922747,4.62714999301996,"up_reg",1348
"258","KIF14","Q15058","Q15058-F1",2,1551,5,0.127,0.506,1,66.0463600917431,1.56855654039013,"up_reg",163
"259","PTTG1","O95997","O95997-F1",2,567,4,0.339,0.504,1,64.5439896707553,1.76839577356556,"up_reg",437
"260","DNAH9","Q9NYC9","Q9NYC9-F14",2,0,1,0.124,0.503,1,86.1866639799391,3.10971793258756,"up_reg",74
"261","SPTBN5","Q9NRC6","Q9NRC6-F5",2,0,1,0.167,0.499,2,79.9200445354948,1.85874495571891,"up_reg",17
"262","TMOD1","P28289","P28289-F1",2,762,2,0.096,0.499,1,84.7980252986648,2.35323990719996,"up_reg",153
"263","KIF23","Q02241","Q02241-F1",2,207,3,0.314,0.498,1,73.073534214619,1.5289668269571,"up_reg",207
"264","SPTBN5","Q9NRC6","Q9NRC6-F7",2,0,1,0.063,0.494,2,80.47957938546,1.85874495571891,"up_reg",17
"265","FGFR3","P22607","P22607-F1",2,511,3,0.127,0.488,1,75.3696381632322,1.5034011988877,"up_reg",3412
"266","CENPE","Q02224","Q02224-F4",2,0,1,0.168,0.487,1,72.3195598895409,1.26951602554695,"up_reg",436
"267","CLDN15","P56746","P56746-F1",3,60,4,0.406,0.485,1,81.8100117233294,1.94458258288143,"up_reg",36
"268","CENPF","P49454","P49454-F6",2,0,3,0.437,0.484,2,70.995527633697,1.5414593193871,"up_reg",385
"269","CDCA8","Q53HL2","Q53HL2-F1",2,256,6,0.388,0.483,1,68.7891859936335,1.14243017590352,"up_reg",204
"270","DNAH9","Q9NYC9","Q9NYC9-F7",2,0,1,0.145,0.48,1,86.9264614019521,3.10971793258756,"up_reg",74
"271","CDK1","P06493","P06493-F1",2,4233,14,0.514,0.471,1,89.3155051975052,1.57726941516331,"up_reg",5952
"272","CHTF18","Q8WVB6","Q8WVB6-F1",2,256,2,0.162,0.47,1,64.9750959121577,1.59685064889813,"up_reg",19
"273","JAG2","Q9Y219","Q9Y219-F1",2,0,1,0.248,0.47,1,72.6745002695418,2.12978121238296,"up_reg",318
"274","DEPDC1B","Q8WUY9","Q8WUY9-F1",2,0,1,0.107,0.469,1,77.3635097813579,2.44818717844634,"up_reg",54
"275","GLA","P06280","P06280-F1",1,0,1,0.368,0.468,1,94.5038167493434,1.11732181474387,"up_reg",12784
"276","MUC16","Q8WXI7","Q8WXI7-F63",2,0,1,0.089,0.463,1,74.6556522545927,4.62714999301996,"up_reg",1348
"277","FBLN1","P23142","P23142-F1",8,0,1,0.382,0.461,1,79.6493333333333,5.28639840674976,"up_reg",148
"278","TRIB3","Q96RU7","Q96RU7-F1",2,0,1,0.175,0.461,2,78.0208758076095,1.92649009984119,"up_reg",510
"279","DNAH3","Q8TD57","Q8TD57-F12",7,0,1,0.143,0.459,1,85.2008183116188,2.30179516810229,"up_reg",16
"280","FAM83D","Q9H4H8","Q9H4H8-F1",2,0,2,0.14,0.459,1,64.4271687279152,1.17393384309184,"up_reg",57
"281","DPP4","P27487","P27487-F1",3,107,3,0.321,0.453,1,96.406348188522,3.50696785597627,"up_reg",5879
"282","CENPF","P49454","P49454-F4",2,0,3,0.416,0.452,1,70.5056078431373,1.5414593193871,"up_reg",385
"283","LAMA5","O15230","O15230-F3",5,3,2,0.132,0.448,1,83.3129676140119,2.19606214167148,"up_reg",154
"284","DEPDC1","Q5TB30","Q5TB30-F1",2,0,1,0.111,0.445,1,61.0503570881226,1.83227674169336,"up_reg",91
"285","NEIL3","Q8TAT5","Q8TAT5-F1",2,668,12,0.015,0.445,1,70.0085488293609,1.44950924587478,"up_reg",151
"286","KIF18B","Q86Y91","Q86Y91-F1",2,0,2,0.2,0.437,1,62.7438713629403,1.92030194607751,"up_reg",74
"287","DNM1","Q05193","Q05193-F1",2,0,1,0.166,0.433,1,79.0658625730994,1.79862965388604,"up_reg",259
"288","BRAT1","Q6PJG6","Q6PJG6-F1",2,0,1,0.415,0.432,1,85.1900290932601,1.09620118872138,"up_reg",53
"289","CDH24","Q86UP0","Q86UP0-F1",2,256,2,0.296,0.432,1,76.2493345178485,1.24516966614805,"up_reg",8
"290","AURKA","O14965","O14965-F1",2,256,6,0.139,0.431,1,75.9057868649318,1.27161705336434,"up_reg",2465
"291","DNAH7","Q8WXX0","Q8WXX0-F12",7,0,1,0.146,0.431,2,86.6785983058404,1.51206333200623,"up_reg",21
"292","CDC7","O00311","O00311-F1",2,0,2,0.307,0.427,1,72.3620397232761,1.01020765209483,"up_reg",657
"293","PLXNA4","Q9HCM2","Q9HCM2-F1",15,0,1,0.09,0.426,1,83.6145640061757,2.48330602757402,"up_reg",106
"294","ORC6","Q9Y5N6","Q9Y5N6-F1",2,0,2,0.216,0.425,1,81.544630290668,1.14439532453139,"up_reg",101
"295","PDLIM4","P50479","P50479-F1",2,0,1,0.362,0.42,1,70.9076950925181,2.08186361289215,"up_reg",70
"296","CDKN3","Q16667","Q16667-F1",2,0,1,0.472,0.413,1,91.0594891826923,1.5870940206308,"up_reg",184
"297","GAPDH","P04406","P04406-F1",2,762,2,0.345,0.413,1,98.1707061143984,1.12299091330819,"up_reg",8498
"298","RPL19","P84098","P84098-F1",2,511,3,0.402,0.406,1,94.6407917174178,1.18682789202927,"up_reg",131
"299","BUB1","O43683","O43683-F1",2,511,3,0.138,0.403,1,64.124272589836,1.88129074927325,"up_reg",1283
"300","MUC16","Q8WXI7","Q8WXI7-F61",2,0,1,0.196,0.403,1,73.854410041841,4.62714999301996,"up_reg",1348
"301","TACC3","Q9Y6A5","Q9Y6A5-F1",2,0,1,0.259,0.4,1,58.3400047378395,1.25561596096484,"up_reg",369
"302","LMNB2","Q03252","Q03252-F1",2,0,1,0.194,0.394,0,80.0278409785933,1.01599691059303,"up_reg",73
"303","BOP1","Q14137","Q14137-F1",2,0,1,0.149,0.393,0,80.784320380112,1.4243869712321,"up_reg",120
"304","DNAH9","Q9NYC9","Q9NYC9-F3",2,0,1,0.216,0.391,0,84.0431786746039,3.10971793258756,"up_reg",74
"305","IGSF8","Q969P0","Q969P0-F1",3,0,1,0.093,0.389,0,88.3859646056369,1.00495058047141,"up_reg",48
"306","CEP55","Q53EZ4","Q53EZ4-F1",2,510,2,0.284,0.386,0,82.7930478192328,1.77080030982067,"up_reg",273
"307","DNAH9","Q9NYC9","Q9NYC9-F6",2,0,1,0.184,0.385,0,86.2000725599504,3.10971793258756,"up_reg",74
"308","CENPF","P49454","P49454-F5",2,0,3,0.219,0.384,0,70.8340929025329,1.5414593193871,"up_reg",385
"309","UBE2T","Q9NPD8","Q9NPD8-F1",2,0,1,0.273,0.383,0,86.0270896464646,1.19705374509492,"up_reg",146
"310","KRT23","Q9C075","Q9C075-F1",10,0,1,0.182,0.382,0,78.4309623926562,6.32280521402984,"up_reg",47
"311","SPTBN5","Q9NRC6","Q9NRC6-F6",2,0,1,0.247,0.38,0,79.5738921412099,1.85874495571891,"up_reg",17
"312","RRM2","P31350","P31350-F1",2,256,2,0.276,0.377,0,80.1260056925996,1.55627920610152,"up_reg",904
"313","CDCA5","Q96FF9","Q96FF9-F1",2,0,1,0.258,0.376,0,63.5050515995872,1.75989179224958,"up_reg",156
"314","KIF1A","Q12756","Q12756-F1",2,2693,9,0.106,0.373,0,71.0182512847248,2.91883070200373,"up_reg",351
"315","SPC24","Q8NBT2","Q8NBT2-F1",2,0,1,0.345,0.372,0,91.3933649588868,1.22830604500172,"up_reg",79
"316","PCDHGA5","Q9Y5G8","Q9Y5G8-F1",13,0,1,0.102,0.371,0,75.3929261083744,1.80819513842136,"up_reg",0
"317","PIF1","Q9H611","Q9H611-F1",2,0,1,0.062,0.368,0,77.9793572740257,1.51910218224431,"up_reg",475
"318","CBX2","Q14781","Q14781-F1",2,2,8,0.412,0.367,0,57.1826386768448,2.49378639513751,"up_reg",189
"319","ASPM","Q8IZT6","Q8IZT6-F9",2,741,4,0.161,0.36,0,63.085167830403,1.47551523673316,"up_reg",510
"320","CLDN4","O14493","O14493-F1",3,22,3,0.511,0.36,0,84.5215399610136,1.53790379375603,"up_reg",625
"321","GRB7","Q14451","Q14451-F1",2,0,1,0.214,0.36,0,78.8887791527844,3.70053450906828,"up_reg",309
"322","ASPM","Q8IZT6","Q8IZT6-F4",2,741,4,0.271,0.359,0,70.4000076936228,1.47551523673316,"up_reg",510
"323","CENPW","Q5EE01","Q5EE01-F1",2,198,9,0.31,0.353,0,89.6991914893617,1.25669996853414,"up_reg",60
"324","KIFC1","Q9BW19","Q9BW19-F1",2,67,4,0.202,0.353,0,77.8832572975063,1.65071928434665,"up_reg",186
"325","PCDHGB2","Q9Y5G2","Q9Y5G2-F1",14,0,1,0.338,0.351,0,75.7500140607424,1.61069607808297,"up_reg",2
"326","RUNX3","Q13761","Q13761-F1",2,256,2,0.403,0.35,0,62.2155708787684,1.96682328289111,"up_reg",1559
"327","ASF1B","Q9NVP2","Q9NVP2-F1",2,0,4,0.391,0.346,0,85.6471954314721,1.54058444923228,"up_reg",113
"328","ENO1","P06733","P06733-F1",2,0,1,0.465,0.346,0,97.6271523378582,1.25016989293436,"up_reg",866
"329","MUC16","Q8WXI7","Q8WXI7-F67",2,0,1,0.102,0.344,0,76.3068718298868,4.62714999301996,"up_reg",1348
"330","RPL39L","Q96EH5","Q96EH5-F1",2,0,1,0.319,0.343,0,94.0994144144144,1.33754099813034,"up_reg",19
"331","CENPF","P49454","P49454-F2",2,0,3,0.173,0.336,0,71.950278588485,1.5414593193871,"up_reg",385
"332","DNAH7","Q8WXX0","Q8WXX0-F13",7,0,1,0.129,0.335,0,86.4736501389761,1.51206333200623,"up_reg",21
"333","TONSL","Q96HA7","Q96HA7-F1",2,758,4,0.187,0.335,0,76.4887099820568,1.65914089846716,"up_reg",54
"334","SPTBN5","Q9NRC6","Q9NRC6-F8",2,0,1,0.157,0.332,0,80.4522623591018,1.85874495571891,"up_reg",17
"335","DNAH7","Q8WXX0","Q8WXX0-F4",7,0,1,0.226,0.331,0,87.8369532080822,1.51206333200623,"up_reg",21
"336","FBXL19","Q6PCT2","Q6PCT2-F1",2,0,1,0.073,0.327,0,67.8321983002833,1.26165489788979,"up_reg",64
"337","C4B","P0C0L5","P0C0L5-F1",2,0,1,0.182,0.325,0,83.4692528185101,1.99807005844677,"up_reg",3350
"338","OIP5","O43482","O43482-F1",2,256,7,0.193,0.324,0,76.3264083285136,1.5893829856754,"up_reg",270
"339","CLSPN","Q9HAW4","Q9HAW4-F1",2,511,6,0.285,0.322,0,51.8103624351109,1.26797098805591,"up_reg",151
"340","GINS2","Q9Y248","Q9Y248-F1",2,0,1,0.258,0.318,0,93.4044784053156,1.56418829526577,"up_reg",85
"341","EME1","Q96AY2","Q96AY2-F1",2,0,1,0.155,0.315,0,67.9034920993228,1.27361831735475,"up_reg",191
"342","SLC3A1","Q07837","Q07837-F1",2,0,1,0.216,0.312,0,87.8210219503418,2.72759114212628,"up_reg",276
"343","MUC16","Q8WXI7","Q8WXI7-F65",2,0,1,0.065,0.305,0,75.3993635103926,4.62714999301996,"up_reg",1348
"344","RTN4R","Q9BZR6","Q9BZR6-F1",3,60,2,0.24,0.303,0,77.0629635854342,2.20499457651546,"up_reg",339
"345","DNAH7","Q8WXX0","Q8WXX0-F11",7,0,1,0.151,0.298,0,86.6613705673759,1.51206333200623,"up_reg",21
"346","E2F1","Q01094","Q01094-F1",2,651,5,0.159,0.295,0,63.7350409463148,1.33336268834401,"up_reg",5115
"347","GINS1","Q14691","Q14691-F1",2,0,1,0.241,0.287,0,93.3026906385617,1.66438652516817,"up_reg",67
"348","UBE2C","O00762","O00762-F1",2,9,4,0.355,0.286,0,89.6987066473989,1.85450308327282,"up_reg",434
"349","CCNE1","P24864","P24864-F1",2,1848,6,0.101,0.284,0,79.9765767949106,1.82148638781985,"up_reg",1060
"350","DNAH7","Q8WXX0","Q8WXX0-F1",7,0,1,0.347,0.283,0,81.8619127693116,1.51206333200623,"up_reg",21
"351","DNAH9","Q9NYC9","Q9NYC9-F9",2,0,1,0.145,0.275,0,89.1094176313446,3.10971793258756,"up_reg",74
"352","LAMA5","O15230","O15230-F5",5,3,2,0.171,0.274,0,83.8314406137526,2.19606214167148,"up_reg",154
"353","SPRY1","O43609","O43609-F1",2,0,1,0.224,0.267,0,61.6194959016393,1.2373825790928,"up_reg",315
"354","DNAH7","Q8WXX0","Q8WXX0-F8",7,0,1,0.046,0.258,0,86.253427372556,1.51206333200623,"up_reg",21
"355","DNAH7","Q8WXX0","Q8WXX0-F2",7,0,1,0.207,0.256,0,87.7835046113307,1.51206333200623,"up_reg",21
"356","KIF18A","Q8NI77","Q8NI77-F1",2,0,2,0.186,0.256,0,67.7410391061453,1.81935536215376,"up_reg",143
"357","E2F7","Q96AV8","Q96AV8-F1",2,256,2,0.108,0.254,0,51.2724935952178,1.70555611299129,"up_reg",223
"358","PDLIM7","Q9NR12","Q9NR12-F1",2,511,3,0.079,0.251,0,71.0318960593946,1.52958324919982,"up_reg",174
"359","WDR18","Q9BV38","Q9BV38-F1",2,0,1,0.095,0.251,0,86.1008168168168,1.12220320958827,"up_reg",14
"360","GGT1","P19440","P19440-F1",3,0,1,0.391,0.244,0,94.9407121387283,1.79283216278017,"up_reg",177
"361","CENPF","P49454","P49454-F3",2,0,3,0.328,0.243,0,70.3329779477147,1.5414593193871,"up_reg",385
"362","DNAH9","Q9NYC9","Q9NYC9-F8",2,0,1,0.233,0.242,0,87.9537472244427,3.10971793258756,"up_reg",74
"363","PARVB","Q9HBI1","Q9HBI1-F1",5,1,2,0.063,0.242,0,82.4581709809264,1.24553132862599,"up_reg",81
"364","RAD51AP1","Q96B01","Q96B01-F1",2,497,4,0.122,0.242,0,58.7984421364985,1.4228069098074,"up_reg",94
"365","IGFBP3","P17936","P17936-F1",2,0,1,0.282,0.235,0,67.7332911392405,2.10670817852299,"up_reg",8133
"366","KHDRBS3","O75525","O75525-F1",9,0,1,0.467,0.235,0,69.7784373859073,1.647093796675,"up_reg",63
"367","CDT1","Q9H211","Q9H211-F1",2,256,3,0.393,0.234,0,74.9077927289896,2.4019392768168,"up_reg",655
"368","H2AC11","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762,1.78676970959634,"up_reg",1
"369","H2AC13","P0C0S8","P0C0S8-F1",2,0,2,0.416,0.234,0,91.3035750251762,1.68490399771762,"up_reg",1
"370","H2AC15","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762,1.29854759032066,"up_reg",0
"371","H2AC16","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762,2.10139156296639,"up_reg",0
"372","H2AC12","Q96KK5","Q96KK5-F1",2,0,8,0.413,0.233,0,91.9079183673469,1.69149361283414,"up_reg",0
"373","H2AC4","P04908","P04908-F1",2,0,1,0.384,0.231,0,91.0890261044177,2.12332778962253,"up_reg",0
"374","H2AC8","P04908","P04908-F1",2,7198,9,0.384,0.231,0,91.0890261044177,1.23382176762632,"up_reg",1
"375","H2AC14","Q99878","Q99878-F1",2,1807,15,0.443,0.23,0,91.9054989816701,1.60894313965724,"up_reg",0
"376","CDC25A","P30304","P30304-F1",2,575,2,0.261,0.229,0,63.5796743849493,1.34798442111903,"up_reg",1238
"377","H3C13","Q71DI3","Q71DI3-F1",2,5096,8,0.089,0.228,0,87.3041813135985,2.43898789196366,"up_reg",1
"378","UHRF1","Q96T88","Q96T88-F1",2,256,9,0.21,0.221,0,81.267136731777,1.64496816204453,"up_reg",695
"379","MUC16","Q8WXI7","Q8WXI7-F64",2,0,1,0.085,0.22,0,75.5409531293335,4.62714999301996,"up_reg",1348
"380","CDC20","Q12834","Q12834-F1",2,838,5,0.319,0.217,0,84.8543494038362,2.10197114611437,"up_reg",1649
"381","NHERF1","O14745","O14745-F1",3,107,4,0.202,0.212,0,72.4747214076246,1.16160107471523,"up_reg",466
"382","PLK4","O00444","O00444-F1",2,305,3,0.133,0.199,0,66.9229360313316,1.17606222092814,"up_reg",483
"383","EPHB2","P29323","P29323-F1",2,256,2,0.129,0.198,0,80.1209851797862,1.87284608118393,"up_reg",843
"384","LAMA5","O15230","O15230-F9",5,3,2,0.149,0.195,0,79.6042862512922,2.19606214167148,"up_reg",154
"385","CKS2","P33552","P33552-F1",2,0,1,0.368,0.194,0,92.8712195121951,1.0878407417088,"up_reg",168
"386","S100A9","P06702","P06702-F1",2,0,1,0.328,0.187,0,94.9059482758621,5.14578476066389,"up_reg",2187
"387","PCDHGA4","Q9Y5G9","Q9Y5G9-F1",13,0,1,0.1,0.184,0,74.3877826324413,2.4811734776273,"up_reg",4
"388","ZNRF3","Q9ULT6","Q9ULT6-F1",3,0,1,0.232,0.183,0,51.3089213323884,1.45298840025772,"up_reg",159
"389","HMGA1","P17096","P17096-F1",2,0,1,0.159,0.181,0,65.4623716381418,1.40410602812919,"up_reg",1299
"390","H1-3","P16402","P16402-F1",2,0,2,0.228,0.176,0,63.9561107574793,1.22909511655373,"up_reg",151
"391","H2AC21","Q8IUE6","Q8IUE6-F1",2,765,7,0.379,0.174,0,91.071369168357,1.6665138127752,"up_reg",0
"392","PCLAF","Q15004","Q15004-F1",2,0,1,0.264,0.167,0,66.1263971462545,1.29270552028694,"up_reg",103
"393","TNFRSF19","Q9NS68","Q9NS68-F1",3,42,2,0.228,0.16,0,60.38073125,2.42243732372427,"up_reg",117
"394","CLDN7","O95471","O95471-F1",3,76,2,0.254,0.152,0,82.249462571977,1.35361439596454,"up_reg",302
"395","MUC16","Q8WXI7","Q8WXI7-F62",2,0,1,0.095,0.146,0,75.5181759078666,4.62714999301996,"up_reg",1348
"396","ESPN","B1AK53","B1AK53-F1",2,0,1,0.114,0.144,0,68.309967416602,2.79483105240876,"up_reg",202
"397","PITX1","P78337","P78337-F1",3,0,1,0.326,0.132,0,63.2664494569758,1.88638206103624,"up_reg",479
"398","USP44","Q9H0E7","Q9H0E7-F1",2,0,1,0.101,0.131,0,72.7060130144214,2.2151219877245,"up_reg",60
"399","SPINDOC","Q9BUA3","Q9BUA3-F1",2,0,5,0.062,0.118,0,51.1917800138793,1.08600242081492,"up_reg",8
"400","SKA1","Q96BD8","Q96BD8-F1",2,0,2,0.218,0.102,0,85.822417794971,1.71148186942304,"up_reg",114
"401","CLDN2","P57739","P57739-F1",3,0,2,0.093,0.091,0,78.6734610917538,3.45636979485745,"up_reg",412
"402","E2F2","Q14209","Q14209-F1",2,0,1,0.18,0.079,0,64.0825988023952,1.71630949554964,"up_reg",639
"403","H2AX","P16104","P16104-F1",2,1007,13,0.328,0.078,0,87.3299156513589,1.81145880623169,"up_reg",7213
"404","CCNB2","O95067","O95067-F1",2,257,4,0.089,0.073,0,80.3833301857098,1.67880933018082,"up_reg",453
"405","H1-10","Q92522","Q92522-F1",2,177,3,0.065,0.06,0,66.4111630847029,1.40221788600724,"up_reg",41
"406","CCNF","P41002","P41002-F1",2,1,2,0.276,0.059,0,72.4470043909579,1.35530815169177,"up_reg",183
"407","A4GALT","Q9NPC4","Q9NPC4-F1",1,0,1,0.089,0.056,0,89.5696012591815,2.31305738479481,"up_reg",69
"408","CDH3","P22223","P22223-F1",2,0,1,0.256,0.053,0,76.6221830329397,1.55720215250689,"up_reg",264
"409","SGO1","Q5FBB7","Q5FBB7-F1",2,0,1,0.108,0.05,0,55.1732355555556,1.449569233537,"up_reg",254
"410","JUP","P14923","P14923-F1",2,510,2,0.091,0.021,0,81.1056283866457,2.37500724938771,"up_reg",483
"411","MUC16","Q8WXI7","Q8WXI7-F60",2,0,1,0.186,0.021,0,67.4367753793949,4.62714999301996,"up_reg",1348
"412","MAD2L1","Q13257","Q13257-F1",2,704,4,0.178,0.019,0,93.7585265700483,1.48420656495576,"up_reg",680
